timestamp,tag_id,anchor_id,actual_x,actual_y,actual_distance,reported_distance,line_of_sight,notes
2026-06-09T11:28:47.087+08:00,T01,A01,,,1.0,5.8634,yes,clean calibration 1m
2026-06-09T11:28:48.101+08:00,T01,A01,,,1.0,7.0097,yes,clean calibration 1m
2026-06-09T11:28:49.114+08:00,T01,A01,,,1.0,7.0097,yes,clean calibration 1m
2026-06-09T11:28:50.126+08:00,T01,A01,,,1.0,7.0747,yes,clean calibration 1m
2026-06-09T11:28:51.140+08:00,T01,A01,,,1.0,7.9194,yes,clean calibration 1m
2026-06-09T11:28:52.154+08:00,T01,A01,,,1.0,8.2350,yes,clean calibration 1m
2026-06-09T11:28:53.163+08:00,T01,A01,,,1.0,6.5781,yes,clean calibration 1m
2026-06-09T11:28:54.177+08:00,T01,A01,,,1.0,7.2047,yes,clean calibration 1m
2026-06-09T11:28:55.191+08:00,T01,A01,,,1.0,5.4828,yes,clean calibration 1m
2026-06-09T11:28:56.201+08:00,T01,A01,,,1.0,5.1069,yes,clean calibration 1m
2026-06-09T11:28:57.215+08:00,T01,A01,,,1.0,5.7195,yes,clean calibration 1m
2026-06-09T11:28:58.225+08:00,T01,A01,,,1.0,5.8866,yes,clean calibration 1m
2026-06-09T11:28:59.241+08:00,T01,A01,,,1.0,5.0605,yes,clean calibration 1m
2026-06-09T11:29:00.255+08:00,T01,A01,,,1.0,5.0930,yes,clean calibration 1m
2026-06-09T11:29:01.267+08:00,T01,A01,,,1.0,5.0930,yes,clean calibration 1m
2026-06-09T11:29:02.278+08:00,T01,A01,,,1.0,6.2486,yes,clean calibration 1m
2026-06-09T11:29:03.292+08:00,T01,A01,,,1.0,6.2300,yes,clean calibration 1m
2026-06-09T11:29:04.305+08:00,T01,A01,,,1.0,5.5710,yes,clean calibration 1m
2026-06-09T11:29:05.318+08:00,T01,A01,,,1.0,5.6917,yes,clean calibration 1m
2026-06-09T11:29:06.332+08:00,T01,A01,,,1.0,5.6128,yes,clean calibration 1m
2026-06-09T11:29:07.342+08:00,T01,A01,,,1.0,5.7195,yes,clean calibration 1m
2026-06-09T11:29:08.355+08:00,T01,A01,,,1.0,4.9630,yes,clean calibration 1m
2026-06-09T11:29:09.367+08:00,T01,A01,,,1.0,4.9212,yes,clean calibration 1m
2026-06-09T11:29:10.378+08:00,T01,A01,,,1.0,5.5478,yes,clean calibration 1m
2026-06-09T11:29:11.392+08:00,T01,A01,,,1.0,5.5617,yes,clean calibration 1m
2026-06-09T11:29:12.404+08:00,T01,A01,,,1.0,5.1579,yes,clean calibration 1m
2026-06-09T11:29:13.415+08:00,T01,A01,,,1.0,5.3343,yes,clean calibration 1m
2026-06-09T11:29:14.423+08:00,T01,A01,,,1.0,5.2044,yes,clean calibration 1m
2026-06-09T11:29:15.436+08:00,T01,A01,,,1.0,5.7010,yes,clean calibration 1m
2026-06-09T11:29:16.447+08:00,T01,A01,,,1.0,5.2693,yes,clean calibration 1m
2026-06-09T11:29:17.461+08:00,T01,A01,,,1.0,5.6360,yes,clean calibration 1m
2026-06-09T11:29:18.472+08:00,T01,A01,,,1.0,5.7520,yes,clean calibration 1m
2026-06-09T11:29:19.486+08:00,T01,A01,,,1.0,5.7659,yes,clean calibration 1m
2026-06-09T11:29:20.500+08:00,T01,A01,,,1.0,5.3854,yes,clean calibration 1m
2026-06-09T11:29:21.509+08:00,T01,A01,,,1.0,5.5942,yes,clean calibration 1m
2026-06-09T11:29:22.523+08:00,T01,A01,,,1.0,5.2647,yes,clean calibration 1m
2026-06-09T11:29:23.537+08:00,T01,A01,,,1.0,5.2786,yes,clean calibration 1m
2026-06-09T11:29:24.546+08:00,T01,A01,,,1.0,4.8980,yes,clean calibration 1m
2026-06-09T11:29:25.560+08:00,T01,A01,,,1.0,5.0187,yes,clean calibration 1m
2026-06-09T11:29:26.573+08:00,T01,A01,,,1.0,5.5942,yes,clean calibration 1m
2026-06-09T11:29:27.587+08:00,T01,A01,,,1.0,4.9769,yes,clean calibration 1m
2026-06-09T11:29:28.601+08:00,T01,A01,,,1.0,4.9955,yes,clean calibration 1m
2026-06-09T11:29:29.614+08:00,T01,A01,,,1.0,6.3832,yes,clean calibration 1m
