timestamp,tag_id,anchor_id,actual_x,actual_y,actual_distance,reported_distance,line_of_sight,notes
2026-06-09T11:26:46.506+08:00,T01,A01,,,1.0,1.1387,yes,post-calibration 1m
2026-06-09T11:26:47.520+08:00,T01,A01,,,1.0,1.1944,yes,post-calibration 1m
2026-06-09T11:26:48.532+08:00,T01,A01,,,1.0,1.1759,yes,post-calibration 1m
2026-06-09T11:26:49.542+08:00,T01,A01,,,1.0,1.1852,yes,post-calibration 1m
2026-06-09T11:26:50.556+08:00,T01,A01,,,1.0,1.1852,yes,post-calibration 1m
2026-06-09T11:26:51.569+08:00,T01,A01,,,1.0,1.1527,yes,post-calibration 1m
2026-06-09T11:26:52.583+08:00,T01,A01,,,1.0,1.1944,yes,post-calibration 1m
2026-06-09T11:26:53.597+08:00,T01,A01,,,1.0,1.1759,yes,post-calibration 1m
2026-06-09T11:26:54.609+08:00,T01,A01,,,1.0,1.1944,yes,post-calibration 1m
2026-06-09T11:26:55.623+08:00,T01,A01,,,1.0,1.1944,yes,post-calibration 1m
2026-06-09T11:26:56.638+08:00,T01,A01,,,1.0,1.1620,yes,post-calibration 1m
2026-06-09T11:26:57.647+08:00,T01,A01,,,1.0,1.1295,yes,post-calibration 1m
2026-06-09T11:26:58.661+08:00,T01,A01,,,1.0,1.2084,yes,post-calibration 1m
2026-06-09T11:26:59.673+08:00,T01,A01,,,1.0,1.1063,yes,post-calibration 1m
2026-06-09T11:27:00.682+08:00,T01,A01,,,1.0,1.0877,yes,post-calibration 1m
2026-06-09T11:27:01.696+08:00,T01,A01,,,1.0,1.1712,yes,post-calibration 1m
2026-06-09T11:27:02.711+08:00,T01,A01,,,1.0,1.1387,yes,post-calibration 1m
2026-06-09T11:27:03.724+08:00,T01,A01,,,1.0,1.1620,yes,post-calibration 1m
2026-06-09T11:27:04.737+08:00,T01,A01,,,1.0,1.1387,yes,post-calibration 1m
