timestamp,tag_id,anchor_id,actual_x,actual_y,actual_distance,reported_distance,line_of_sight,notes
2026-06-09T11:13:09.190+08:00,T01,A01,,,3.7,1.5572,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:10.203+08:00,T01,A01,,,3.7,1.4915,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:11.217+08:00,T01,A01,,,3.7,1.5337,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:12.246+08:00,T01,A01,,,3.7,1.5150,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:13.260+08:00,T01,A01,,,3.7,1.5009,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:14.275+08:00,T01,A01,,,3.7,1.4915,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:15.306+08:00,T01,A01,,,3.7,1.4587,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:16.319+08:00,T01,A01,,,3.7,1.4587,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:17.330+08:00,T01,A01,,,3.7,1.4493,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:18.360+08:00,T01,A01,,,3.7,1.5150,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:19.369+08:00,T01,A01,,,3.7,1.4681,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:20.383+08:00,T01,A01,,,3.7,1.4775,yes,A01-T01 repeated AT+DISTANCE test
2026-06-09T11:13:21.412+08:00,T01,A01,,,3.7,1.4352,yes,A01-T01 repeated AT+DISTANCE test
